text,label
The meeting went badly because I ruined it for everyone.,personalization
"if i don't get into this college, my life will be a disaster.",CATASTROPHIZING
A small mistake here could completely ruin everything.!!!@@@,CATASTROPHIZING
"   My first attempt didn't work, so the idea is useless. 	  ",overgeneralization
"<p>My team lost today, so we can never win.</p>",over_generalization
<p>She smiled at everyone except me because she dislikes me.</p>,
"   If this relationship ends, I'll never be happy again. 	  ",catastrophizing
My parents argued because I caused too much stress.!!!$, personalization 
"<div>My first attempt didn't work, so the idea is useless.</div>",OVERGENERALIZATION
The project requires Python and a database.,none
My manager didn't praise me because she thinks I'm incompetent.,mind_reading
the train arrived ten minutes late today.,NONE
"<div>One person rejected my idea, so people hate my ideas.</div>",overgeneralization
<div>They haven't complimented my work because they think it's terrible.</div>,MIND_READING
,personalization
My roommate closed the door because he doesn't want to talk to me.,mind_reading
A bad grade will destroy all my chances of succeeding.,catastrophizing
Everyone deserves equal treatment under the law.!!!]]],NONE
She smiled at everyone except me because she dislikes me.,mind_reading
The customer was unhappy because I handled the situation badly.,personalization
ONE REJECTION COULD MEAN I HAVE NO FUTURE IN THIS FIELD.,CATASTROPHIZING
I made one mistake in the presentation.,NONE
nobody wants to work with me.,overgeneralization
ONE FAILED INTERVIEW MEANS MY CAREER IS DOOMED., catastrophizing 
My manager didn't praise me because she thinks I'm incompetent.,mind_reading
,
,none
,OVERGENERALIZATION
   The company rejected our proposal because I wasn't persuasive enough. 	  ,personalization
the temperature dropped significantly overnight.,none
"I failed one exam, so I will always fail.", overgeneralization 
, catastrophizing 
,personalization
   The interview lasted about forty minutes. 	  ,none
"SHE SOUNDED TIRED, SO SHE MUST BE BORED OF TALKING TO ME.",mind_reading
THE TEAM MISSED THE DEADLINE BECAUSE I WASN'T GOOD ENOUGH.,PERSONALIZATION
,overgeneralization
a bad grade will destroy all my chances of succeeding.,
<p>The team won three matches this season.</p>, none 
"I WAS LATE TODAY, SO I'M ALWAYS IRRESPONSIBLE.",over_generalization
My friend cancelled because I must have offended him.,mind_reading
"She was quiet during dinner, so she must be upset with me.!!!...",mind_reading
THE BUS WAS DELAYED BECAUSE OF TRAFFIC., none 
"MY FIRST ATTEMPT DIDN'T WORK, SO THE IDEA IS USELESS.",overgeneralization
"<p>My first attempt didn't work, so the idea is useless.</p>",over_generalization
Our team lost because I didn't play well enough.,personalization
   A small mistake here could completely ruin everything. 	  ,catastrophizing
<div>The meeting went badly because I ruined it for everyone.</div>,personalization
,personalization
The event failed because I organized it poorly.!!!===,PERSONALIZATION
,
<div>One failed interview means my career is doomed.</div>,catastrophizing
I SUBMITTED MY APPLICATION BEFORE THE DEADLINE.,NONE
The party was awkward because I made everyone uncomfortable.,PERSONALIZATION
"if i lose this competition, all my hard work was worthless.", catastrophizing 
everyone became quiet because i said something wrong.,personalization
"She was quiet during dinner, so she must be upset with me.",mind_reading
The company hired five new engineers this month.!!!<<<,none
<p>The group didn't finish on time because I wasn't useful enough.</p>,personalization
   He is in a bad mood because of me. 	  , personalization 
,none
"   If I make a mistake in front of the team, I'll lose everyone's respect forever. 	  ", catastrophizing 
   My manager didn't praise me because she thinks I'm incompetent. 	  ,MIND_READING
"I was late today, so I'm always irresponsible.",OVERGENERALIZATION
<p>The project requires Python and a database.</p>,none
   He is in a bad mood because of me. 	  ,PERSONALIZATION
<div>He didn't reply because he must be angry with me.</div>,mind_reading
"   She sounded tired, so she must be bored of talking to me. 	  ",
,overgeneralization
He chose another teammate because he thinks I'm useless.,mind_reading
"One customer complained, so all our customers must be unhappy.!!!@@@",over_generalization
I PREFER TEA TO COFFEE.,none
"SHE LOOKED AWAY, SO SHE PROBABLY THINKS I'M BORING.",
<p>One failed interview means my career is doomed.</p>,catastrophizing
one rejection could mean i have no future in this field.,catastrophizing
   The presentation was boring because I couldn't make it interesting. 	  ,personalization
"She was quiet during dinner, so she must be upset with me.",mind_reading
MY FRIEND SAW MY MESSAGE BUT DIDN'T ANSWER BECAUSE SHE WANTS TO IGNORE ME.,mind-reading
"She was quiet during dinner, so she must be upset with me.", mind_reading 
They didn't invite me because they don't want me around.,mind-reading
"If I make a mistake in front of the team, I'll lose everyone's respect forever.!!!+",catastrophizing
"If my project fails, everything I've worked for will be pointless.",catastrophizing
"She looked away, so she probably thinks I'm boring.!!!^",MIND_READING
My manager didn't praise me because she thinks I'm incompetent.,mind-reading
Nobody wants to work with me.,over_generalization
The project failed because I wasn't capable enough.!!!!!,personalization
"<div>If this relationship ends, I'll never be happy again.</div>",catastrophizing
He hasn't texted me because he doesn't like me anymore.,
My colleague made a mistake because I didn't explain things well enough.!!!'',
MY LAPTOP HAS 16 GB OF RAM., none 
"She looked away, so she probably thinks I'm boring.!!!\\",mind_reading
   Every interview I've had has gone terribly. 	  ,overgeneralization
I made one mistake in the presentation.,
people from that college are all arrogant.,OVERGENERALIZATION
"If I fail this exam, my entire life is over.",
My friend cancelled because I must have offended him.,mind-reading
"i struggled with calculus, so i'm terrible at every subject.", overgeneralization 
He hasn't texted me because he doesn't like me anymore., mind_reading 
THE INTERVIEW LASTED ABOUT FORTY MINUTES.,none
"SHE LOOKED AWAY, SO SHE PROBABLY THINKS I'M BORING.",mind_reading
,NONE
My roommate closed the door because he doesn't want to talk to me.!!!{,MIND_READING
HE DIDN'T REPLY BECAUSE HE MUST BE ANGRY WITH ME.,mind_reading
"She sounded tired, so she must be bored of talking to me.!!!###",mind_reading
"I STRUGGLED WITH CALCULUS, SO I'M TERRIBLE AT EVERY SUBJECT.",over_generalization
"If this presentation goes badly, everyone will remember it forever.",catastrophizing
<p>My laptop has 16 GB of RAM.</p>,
"If my project fails, everything I've worked for will be pointless.",CATASTROPHIZING
"THEY LAUGHED AFTER I SPOKE, SO THEY WERE DEFINITELY LAUGHING AT ME.",
"<div>If my presentation fails, nobody will ever trust me again.</div>",catastrophizing
I submitted my application before the deadline.!!!'',none
I PREFER TEA TO COFFEE.,
,MIND_READING
Portugal has never won the FIFA World Cup.,none
"If I fail this exam, my entire life is over.",CATASTROPHIZING
   Our professor assigned two chapters for Monday. 	  ,none
The customer was unhappy because I handled the situation badly.,PERSONALIZATION
My parents argued because I caused too much stress.,personalization
,mind_reading
   My roommate closed the door because he doesn't want to talk to me. 	  ,mind-reading
"<p>If I fail this exam, my entire life is over.</p>", catastrophizing 
MY FRIEND CANCELLED OUR PLANS BECAUSE I WASN'T GOOD COMPANY.,personalization
"I DIDN'T GET THIS INTERNSHIP, SO I'LL NEVER GET AN INTERNSHIP.",OVERGENERALIZATION
"If this presentation goes badly, everyone will remember it forever.",catastrophizing
The event failed because I organized it poorly.,personalization
My manager didn't praise me because she thinks I'm incompetent.!!!(((,mind_reading
OUR PROFESSOR ASSIGNED TWO CHAPTERS FOR MONDAY.,none
<div>He didn't reply because he must be angry with me.</div>,mind_reading
, none 
"my team lost today, so we can never win.",overgeneralization
the temperature dropped significantly overnight., none 
I prefer tea to coffee., none 
Portugal has never won the FIFA World Cup.,
"They laughed after I spoke, so they were definitely laughing at me.",mind_reading
"If I lose this job, I'll never recover.",CATASTROPHIZING
   My friend stopped talking because I must have done something wrong. 	  ,personalization
"   If my presentation fails, nobody will ever trust me again. 	  ", catastrophizing 
Everyone deserves equal treatment under the law.!!!{{, none 
<div>One failed interview means my career is doomed.</div>,CATASTROPHIZING
MY FRIEND CANCELLED BECAUSE I MUST HAVE OFFENDED HIM.,mind_reading
"IF MY PROJECT FAILS, EVERYTHING I'VE WORKED FOR WILL BE POINTLESS.",catastrophizing
"<div>If I make a mistake in front of the team, I'll lose everyone's respect forever.</div>",catastrophizing
<div>He chose another teammate because he thinks I'm useless.</div>,mind_reading
"One project failed, so none of my projects will ever work.!!!~", overgeneralization 
   My roommate closed the door because he doesn't want to talk to me. 	  ,MIND_READING
,overgeneralization
The company hired five new engineers this month.,NONE
"ONE PROJECT FAILED, SO NONE OF MY PROJECTS WILL EVER WORK.",overgeneralization
   The meeting went badly because I ruined it for everyone. 	  , personalization 
my roommate closed the door because he doesn't want to talk to me.,MIND_READING
One failed interview means my career is doomed., catastrophizing 
<div>Our team lost because I didn't play well enough.</div>,personalization
   A single bad decision could destroy everything. 	  ,catastrophizing
ONE FAILED INTERVIEW MEANS MY CAREER IS DOOMED.,catastrophizing
MY FRIEND CANCELLED OUR PLANS BECAUSE I WASN'T GOOD COMPANY.,PERSONALIZATION
People from that college are all arrogant.,over_generalization
<div>He is in a bad mood because of me.</div>,personalization
,overgeneralization
THE BUS WAS DELAYED BECAUSE OF TRAFFIC., none 
"if i don't get into this college, my life will be a disaster.",CATASTROPHIZING
<p>He is in a bad mood because of me.</p>,personalization
   My friend didn't reply to my message yesterday. 	  ,none
THE TEAM MISSED THE DEADLINE BECAUSE I WASN'T GOOD ENOUGH.,personalization
   The team won three matches this season. 	  ,none
The meeting went badly because I ruined it for everyone.,PERSONALIZATION
"MY FRIEND IS UNHAPPY TODAY, SO IT MUST BE BECAUSE OF SOMETHING I DID.",personalization
"IF I LOSE THIS COMPETITION, ALL MY HARD WORK WAS WORTHLESS.",catastrophizing
